phase,target_N_star,outer_seed_index,outer_seed_value,inner_seed_value,selected_sensor_ids,selected_sensor_count,selected_sensor_set_hash
2,30,22,2449042918,3969223910,"[""DALUY0194"", ""DAREG6245"", ""DBDBP2246"", ""DBYCW6873"", ""DEWGT8066"", ""DFAKZ8204"", ""DFRKF1779"", ""DFRSA4000"", ""DGRCH4426"", ""DHZTI7858"", ""DIEET8865"", ""DIXEX6164"", ""DKISS7174"", ""DKXFR1580"", ""DLDVK7370"", ""DLNMW9381"", ""DLUKV4510"", ""DMMAG3845"", ""DMSGP0807"", ""DQABT4506"", ""DQTUI1287"", ""DQVGW1846"", ""DRCSL7614"", ""DTQTJ0507"", ""DUSKD5383"", ""DVPZF1960"", ""DVRBW4874"", ""DWMKK1484"", ""DYUGS4351"", ""DZBHR9476""]",30,dfd04bef6bca7baa
2,30,23,2281831549,198484085,"[""DAYYE9472"", ""DBCBA3610"", ""DBZCJ6205"", ""DCHTB8281"", ""DCIRD2804"", ""DDGFW8206"", ""DDVZB7943"", ""DGAID0757"", ""DGDNA0617"", ""DIRJX6254"", ""DJJWX4142"", ""DLFZU4679"", ""DMARJ5120"", ""DMLBL6950"", ""DMYFE2499"", ""DPQMK5751"", ""DQAJZ3770"", ""DRILK5150"", ""DRUBP9408"", ""DSKDX3738"", ""DUSKD5383"", ""DVNGV1890"", ""DWBTT8209"", ""DWEWU1433"", ""DWGYM0810"", ""DWMKK1484"", ""DWTBK5575"", ""DWTBM7891"", ""DWZRL1539"", ""DXWXZ1902""]",30,b60bba3e0619381d
2,30,24,1347183080,1676722270,"[""DACZY2913"", ""DALBP5360"", ""DBFUZ7169"", ""DBMHJ0743"", ""DDLSL3066"", ""DFIRX1818"", ""DFKYP0941"", ""DGRCH4426"", ""DGRSB4646"", ""DHNQG0980"", ""DIIPF3878"", ""DITUM6528"", ""DMAEX1156"", ""DMFEL5431"", ""DNUKL3524"", ""DPCUT7707"", ""DPMHQ8304"", ""DPNPJ6846"", ""DQGPJ5322"", ""DQVGW1846"", ""DQWCU6663"", ""DRJGY6541"", ""DRJPX9457"", ""DSKEW3707"", ""DTUGZ9693"", ""DUBCZ6179"", ""DVCHA9392"", ""DWMUZ3935"", ""DYWHJ8696"", ""DZCNZ4799""]",30,a0a85e3b5f0add32
2,30,25,822001284,431726063,"[""DAHAJ0678"", ""DCHTB8281"", ""DCIRD2804"", ""DCYXM8877"", ""DERZJ4600"", ""DHBBM8531"", ""DJCYU2364"", ""DJJWX4142"", ""DJWGZ0445"", ""DKISS7174"", ""DLDVK7370"", ""DLFZU4679"", ""DLJWW1620"", ""DLUKV4510"", ""DMLFU0523"", ""DMYFE2499"", ""DNBKU3560"", ""DPMHQ8304"", ""DPQLM7176"", ""DQZIL1804"", ""DRCQU4244"", ""DRYBG8957"", ""DSHYP2656"", ""DSKEW3707"", ""DSZQR8376"", ""DTCRA7818"", ""DTFVD6048"", ""DVPEA0040"", ""DVPZF1960"", ""DWCTD3003""]",30,58ef83e2d1635658
2,30,26,2870700072,3617417987,"[""DAHAJ0678"", ""DAPBK7657"", ""DBCBA3610"", ""DBLXJ4454"", ""DBTKW5792"", ""DCQTB2627"", ""DCYXM8877"", ""DDVZB7943"", ""DDZMI3291"", ""DFNBI6922"", ""DFVRF7063"", ""DGZGL5338"", ""DHUBD2135"", ""DIEET8865"", ""DJJWX4142"", ""DLDVK7370"", ""DLJWW1620"", ""DMKJB8675"", ""DPMHQ8304"", ""DQVGW1846"", ""DRDZF3698"", ""DRZTP3103"", ""DSHWY2305"", ""DVCMB9343"", ""DVPZF1960"", ""DWEWU1433"", ""DWRMS8182"", ""DWTBK5575"", ""DWTBM7891"", ""DZKWB0839""]",30,1f42268b5a78c956
2,30,27,2738928121,2607516401,"[""DAUPG9028"", ""DAWUS6556"", ""DBJPV1452"", ""DBZCJ6205"", ""DCIJQ7018"", ""DDGFW8206"", ""DDHVZ6546"", ""DFAKZ8204"", ""DGGGM0466"", ""DGHRH9009"", ""DGZGL5338"", ""DHJUH1119"", ""DIFPQ7419"", ""DIIPF3878"", ""DIVZD0266"", ""DIWKR9442"", ""DMLFU0523"", ""DNBEB5545"", ""DNVBM2851"", ""DSSQU9498"", ""DUGYZ8163"", ""DUIZW8642"", ""DUNKA8014"", ""DVCMB9343"", ""DVPZF1960"", ""DYDVV6312"", ""DYWWS0378"", ""DYZXT2661"", ""DZIHS7092"", ""DZTFU6199""]",30,bb1ceb66cdf6df1d
2,30,28,125617773,3717994115,"[""DACZY2913"", ""DAHAJ0678"", ""DBLXJ4454"", ""DCRJT8545"", ""DDQNT6485"", ""DEYGE9157"", ""DFFDA0268"", ""DFNBI6922"", ""DGAID0757"", ""DGGGM0466"", ""DGRCH4426"", ""DHCXV0760"", ""DHIBT9527"", ""DHWLS6819"", ""DJKZD4256"", ""DKNMF4367"", ""DLJWW1620"", ""DNCCJ5144"", ""DNFCT5518"", ""DPQLM7176"", ""DQIUL8061"", ""DQJDZ1252"", ""DQVFE3070"", ""DRRDD3500"", ""DSMXS8409"", ""DVWMK9661"", ""DXHYE9278"", ""DXWXZ1902"", ""DZBKX0961"", ""DZKWB0839""]",30,16ba335b9e56c0ba
2,30,29,4005989147,2243331163,"[""DALUY0194"", ""DBLXJ4454"", ""DCIRD2804"", ""DDCVA2276"", ""DEPLW3142"", ""DFMDU1576"", ""DGKDK3415"", ""DGRSB4646"", ""DHIBT9527"", ""DIHMX0551"", ""DIRJX6254"", ""DIUDG6358"", ""DJGDZ3688"", ""DKWDP4373"", ""DLVFF5341"", ""DMAFX5938"", ""DMMRS6981"", ""DPQLM7176"", ""DQAJZ3770"", ""DQIUL8061"", ""DUNKA8014"", ""DUSKD5383"", ""DUXLQ7589"", ""DVCHA9392"", ""DVNGV1890"", ""DWEWU1433"", ""DYLLV9237"", ""DYRMT9480"", ""DZCNZ4799"", ""DZLAV7766""]",30,e7b31338162cb2c5
2,30,30,2197046014,1682504768,"[""DAJHM7956"", ""DARLP7776"", ""DBLXJ4454"", ""DBMHJ0743"", ""DCIRD2804"", ""DDGFW8206"", ""DFAKZ8204"", ""DHCXV0760"", ""DIEET8865"", ""DIUDG6358"", ""DIWYY0447"", ""DIZEF3591"", ""DMFEL5431"", ""DMLFU0523"", ""DNFCT5518"", ""DPPCP3370"", ""DPQMK5751"", ""DQJVA6225"", ""DRDMU5348"", ""DRHPF2920"", ""DRUBP9408"", ""DRZTP3103"", ""DSSQU9498"", ""DTUGZ9693"", ""DWMUZ3935"", ""DWZRL1539"", ""DXEMM9791"", ""DXUQX7513"", ""DYGHJ0891"", ""DZLAV7766""]",30,b5804f4a35c7dbc2
2,30,31,165130309,1128871173,"[""DAHWZ2321"", ""DBIZF0451"", ""DDGFW8206"", ""DDGHI0125"", ""DDHVZ6546"", ""DFDFU1164"", ""DFESS1920"", ""DFQDK6326"", ""DHNQG0980"", ""DIBVR6629"", ""DIIPF3878"", ""DIQKT3554"", ""DITUM6528"", ""DIXEX6164"", ""DLIKU5639"", ""DLNMW9381"", ""DMARJ5120"", ""DMKJB8675"", ""DMTRR1120"", ""DQUUS8611"", ""DUIZW8642"", ""DVWMK9661"", ""DWGYM0810"", ""DXEMM9791"", ""DXHCB5919"", ""DXWXZ1902"", ""DXXAJ4778"", ""DZBKX0961"", ""DZFVS4727"", ""DZUWB2477""]",30,71e3d93b3cb2bb6a
2,30,32,855901095,2510883614,"[""DAEXF8484"", ""DALUY0194"", ""DAREG6245"", ""DBDSX9338"", ""DCAFN1583"", ""DEVFQ3796"", ""DFDFU1164"", ""DGAID0757"", ""DGGGM0466"", ""DGRCH4426"", ""DHBBM8531"", ""DITUM6528"", ""DJJVG1917"", ""DMLRY2750"", ""DMYFE2499"", ""DNBKU3560"", ""DPDDG5192"", ""DPQMK5751"", ""DQGPJ5322"", ""DQIUL8061"", ""DQJVA6225"", ""DQUUS8611"", ""DQVGW1846"", ""DRCSL7614"", ""DRDMU5348"", ""DRHPF2920"", ""DSHWY2305"", ""DUBCZ6179"", ""DYRMT9480"", ""DZUWB2477""]",30,bca12d97e0fff043
2,30,33,3296719123,3526884323,"[""DAREG6245"", ""DATLR2184"", ""DBDSX9338"", ""DDVZB7943"", ""DDZMI3291"", ""DERZJ4600"", ""DFEAJ0038"", ""DGAID0757"", ""DHBBM8531"", ""DHWLS6819"", ""DIIPF3878"", ""DITUM6528"", ""DIUZJ7853"", ""DIXUN6634"", ""DJWGZ0445"", ""DLDVK7370"", ""DLTCH1397"", ""DMARJ5120"", ""DMFEL5431"", ""DMVDY6300"", ""DNCCJ5144"", ""DPDDG5192"", ""DQABT4506"", ""DQJDZ1252"", ""DRHPF2920"", ""DSHWY2305"", ""DSZQR8376"", ""DWZRL1539"", ""DYGHJ0891"", ""DYUGS4351""]",30,b4b9d3df9231449c
2,30,34,2342500583,1446215504,"[""DAJHM7956"", ""DAREG6245"", ""DAYYE9472"", ""DBCBA3610"", ""DBJPV1452"", ""DCABM0358"", ""DCQTB2627"", ""DFRKF1779"", ""DFVRF7063"", ""DGTGR9009"", ""DGZGL5338"", ""DGZUS1041"", ""DHJUH1119"", ""DHNQG0980"", ""DIEET8865"", ""DJJWX4142"", ""DKDJK5693"", ""DMAEX1156"", ""DMMRS6981"", ""DNBKU3560"", ""DNVBM2851"", ""DQJDZ1252"", ""DRRDD3500"", ""DTYDP5264"", ""DUIZW8642"", ""DVCHA9392"", ""DVRBW4874"", ""DWEWU1433"", ""DXEMM9791"", ""DZIHS7092""]",30,7913e96cd54215a9
2,30,35,1664640707,2715152065,"[""DAJHM7956"", ""DAPJK7781"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DDZMI3291"", ""DEYGE9157"", ""DFKYP0941"", ""DGTGR9009"", ""DHQVH8975"", ""DIFIV9884"", ""DIWYY0447"", ""DJWGZ0445"", ""DKISS7174"", ""DLFZU4679"", ""DMAEX1156"", ""DMMAG3845"", ""DMSGP0807"", ""DMYYS7663"", ""DNBEB5545"", ""DPDDG5192"", ""DQABT4506"", ""DTKNM4892"", ""DVPZF1960"", ""DWCTD3003"", ""DWEWU1433"", ""DWTBM7891"", ""DZBKX0961"", ""DZIEF7974"", ""DZLAV7766""]",30,b0e63c6c5f4eb689
2,30,36,1359904147,1197321405,"[""DAJHM7956"", ""DAMWS8859"", ""DATLR2184"", ""DAUPG9028"", ""DBDSX9338"", ""DBZCJ6205"", ""DCABM0358"", ""DCIRD2804"", ""DERZJ4600"", ""DEVFQ3796"", ""DFFDA0268"", ""DHJUH1119"", ""DICQL6656"", ""DIRJX6254"", ""DJJVG1917"", ""DKRXT7147"", ""DNUKL3524"", ""DPPCP3370"", ""DPQLM7176"", ""DQUUS8611"", ""DRCSL7614"", ""DTFVD6048"", ""DVWMK9661"", ""DWBTT8209"", ""DWRMS8182"", ""DYZXT2661"", ""DZIHS7092"", ""DZKWB0839"", ""DZTFU6199"", ""DZUWB2477""]",30,0bc325f32b1250b0
2,30,37,11270535,138178841,"[""DACZY2913"", ""DAHAJ0678"", ""DAREG6245"", ""DAWUS6556"", ""DBIZF0451"", ""DCABM0358"", ""DCAFN1583"", ""DCRJT8545"", ""DDVZB7943"", ""DGTGR9009"", ""DIBVR6629"", ""DIXEX6164"", ""DJCYU2364"", ""DJHFB1439"", ""DJSLY4013"", ""DLDVK7370"", ""DLJWW1620"", ""DMAFX5938"", ""DMKJB8675"", ""DMSGP0807"", ""DPBXQ5234"", ""DQZIL1804"", ""DRCQU4244"", ""DRZTP3103"", ""DSSQU9498"", ""DSZQR8376"", ""DTUGZ9693"", ""DUNKA8014"", ""DWRMS8182"", ""DXHCB5919""]",30,2eb1727c72428990
