Sensor_ID,Latitude,Longitude,synthetic_pm25_ug_m3,selected_for_concept
DGRSB4646,41.93583815,-87.78078553032,9.90273978574638,False
DGTDZ6242,41.98958085,-87.74435264432,7.6900995774146494,False
DGTGR9009,41.70277366369,-87.55285081796,10.147046061224815,False
DGZGL5338,41.77766795,-87.77076185555,8.476555885286533,False
DGZUS1041,41.726048,-87.53635402287,9.839770346414964,False
DHBBM8531,41.7997122,-87.7531658,8.576369007212149,False
DHCXV0760,41.87835895,-87.73628820535,8.502512060600502,False
DHIBT9527,41.8658361,-87.6853688659,8.872146358914955,False
DHJUH1119,41.9491384,-87.78084362295,9.660731416267922,False
DHNQG0980,41.96257933332,-87.74452053946,8.16689005800838,False
DHQVH8975,41.8658287,-87.66865308211,8.897253062600097,False
DHSIJ5379,41.72668335,-87.6533731,13.999096859768775,False
DHUBD2135,41.98985225,-87.78029629433,8.087488586958782,False
DHWLS6819,41.6635518,-87.63755419775,14.80700349225929,False
DHZTI7858,41.71416735,-87.60386913021,12.984168897862956,False
DIBVR6629,41.71908015,-87.67444563166,13.971675955196115,False
DICQL6656,41.96248775,-87.72638198462,7.7801900428721025,False
DIEET8865,41.78645279022,-87.60174594829,9.410550275612392,False
DIFIV9884,41.94997245,-87.799195205,10.005614953677266,False
DIFPQ7419,41.93555175,-87.69109155093,7.943121505935117,False
DIHMX0551,41.891075,-87.70279956945,8.426528983735688,False
DIIPF3878,41.9859255,-87.65593,8.234259949588578,False
DIQKT3554,41.92154965,-87.65448778151,8.645949891808339,False
DIRJX6254,41.76421335,-87.61966303202,10.923764134078992,False
DITUM6528,41.87833905,-87.6855286518,8.700494082673377,False
DITUY8368,41.98910785,-87.70794851144,7.55940152049905,False
DIUDG6358,41.8528468,-87.7363577,8.573963723854662,False
DIUZJ7853,41.7903843,-87.77048382046,8.257741652510829,False
DIVZD0266,41.81559185,-87.736277095,8.85878993157915,False
DIWKR9442,41.7626353,-87.73788222688,9.729531773147047,False
DIWYY0447,41.9896707,-87.69002591531,7.710370864450327,False
DIXEX6164,41.72612465,-87.5862367414,11.331811116251838,False
DIXUN6634,41.7521062,-87.70393644313,11.220364758819676,False
DIZEF3591,41.67596525,-87.62018065,14.53495359932704,False
DJCYU2364,41.82725075,-87.61890358618,8.741598880662167,False
DJGDZ3688,41.70133845,-87.61992013972,14.426950803400151,False
DJHFB1439,41.66730025,-87.56938199593,10.957320420453351,False
DJIHM1001,41.9083288,-87.6905694159,8.258803613806384,False
DJJVG1917,41.9893028,-87.67229309826,7.961469992904209,False
DJJWX4142,41.83003975,-87.72139660669,9.036268743429376,False
DJKZD4256,41.67869235,-87.67466474951,14.765910807448405,False
DJSLY4013,41.85292095,-87.70311062197,8.972624283812516,False
DJWGZ0445,41.81458865,-87.61885441048,8.932243139772293,False
DKDJK5693,41.726565,-87.61949170539,13.294205018242007,False
DKHYU9123,41.7775443,-87.75395070108,8.917131392102142,False
DKIJX6114,41.9756734,-87.69009047047,7.719410887122411,False
DKISS7174,41.7898683,-87.72002286796,9.642970025449465,False
DKNMF4367,41.82675732205,-87.60127391431,8.52882067445546,False
DKRXT7147,41.68874295,-87.62059497345,14.652819501447226,False
DKTWP2892,41.7006795,-87.53620860009,9.971390285931616,False
DKUAZ4434,42.01665715,-87.7077947,7.616674510125602,False
DKWDP4373,41.93506775,-87.65427066335,8.585846867432473,False
DKXFR1580,41.91611105,-87.71889889178,8.152031085655047,False
DLDVK7370,41.75137435,-87.55253841883,9.583533963312522,False
DLFZU4679,41.7772125,-87.66997231765,10.770025622646013,False
DLIKU5639,41.95008034764,-87.85424652587,8.469144475217936,False
DLJWW1620,41.78957595,-87.6348940749,9.945196661008726,False
DLNMW9381,41.7138256,-87.65385383114,14.719300783421707,False
DLTCH1397,41.77677010296,-87.58579570606,9.409841505339346,False
DLUKV4510,41.72602304045,-87.55256172786,9.892806679160296,False
DLVFF5341,41.80223545,-87.61894770389,9.226656678533434,False
DLZBV6061,41.7392967,-87.65309402456,13.157341457600307,False
DMAEX1156,41.7003247,-87.58631302026,12.045538145056774,False
DMAFX5938,41.73883825,-87.5685253,10.072504323052195,False
DMARJ5120,41.79964665,-87.60179992085,9.010851781733875,False
DMFEL5431,41.7873492,-87.80034666308,7.802535782093926,False
DMHRT7456,41.76441945,-87.68673944938,11.162328334748166,False
DMIYV7889,41.96313028153,-87.85304850279,8.08825042028437,False
DMKJB8675,41.73896995,-87.58611561643,10.832012931427315,False
DMLBL6950,41.77747453159,-87.72038498734,9.90027900713563,False
DMLFU0523,41.7130402,-87.5843047413,11.618694287199684,False
DMLRY2750,41.98888865,-87.72522068118,7.554370069987015,False
DMMAG3845,41.6505642,-87.6038782,12.764585719537969,False
DMMRS6981,42.00388875,-87.7800832952,7.561290918075545,False
DMSGP0807,41.97668455,-87.83490487434,8.232818851057838,False
DMTRR1120,41.7264486,-87.60347733402,12.415383947224075,True
DMVDY6300,41.82770135,-87.6859207505,9.40797750952233,False
DMYFE2499,41.86563285,-87.70345920195,8.78891939259661,False
DMYYS7663,41.7770621,-87.65292944762,10.750377650505232,False
DNBEB5545,41.9286974,-87.73569501673,8.34980505866417,False
DNBKU3560,41.78978595,-87.66959778168,10.260306639675521,False
DNCCJ5144,41.962849,-87.78047373604,9.200167075436257,False
DNEXF4696,41.85340285,-87.7191346,8.808394642642096,False
DNFCT5518,41.70134325,-87.63695104339,15.09283383169686,False
DNUKL3524,41.89463405,-87.65461125156,8.752862620238522,True
DNVBM2851,41.764561,-87.65314835,11.457871781349741,False
DPBXQ5234,41.9761239,-87.7082665047,7.579050280103368,False
DPCUT7707,41.88090137336,-87.61873552601,8.674805503909162,False
DPDDG5192,41.9358392,-87.79903217638,10.319730345855229,True
DPMHQ8304,41.9758539,-87.67189334395,8.012814523238609,False
DPMWW4120,41.7872597,-87.78189702338,8.067278209231167,False
DPNPJ6846,41.81485945,-87.6515630055,9.4010289447564,False
DPPCP3370,41.66388775,-87.62119153511,14.252340229422334,False
DPQLM7176,41.9486371,-87.67224304234,8.145704268848808,False
DPQMK5751,41.9413011,-87.71842453477,7.88487109391797,False
DPWHE0976,41.81472425,-87.63492704557,9.175288035405652,False
DQABT4506,41.66370695,-87.60544860892,13.323827319370212,False
DQAJZ3770,41.92201145,-87.67250156058,8.341736458684268,False
DQGPJ5322,41.70266025,-87.69255586271,13.704700006653372,False
DQIUL8061,41.7641265,-87.5857492,9.834676106515715,False
DQJDZ1252,41.67590428555,-87.65402778762,15.280067230601283,False
DQJVA6225,41.9889689,-87.76288502645,7.928273410376401,False
DQRVM2041,41.76433305,-87.67013475649,11.417400621797707,False
DQTUI1287,41.6496509,-87.55276648075,10.304526228948454,False
DQUUS8611,41.8948325,-87.67276417878,8.59301893500148,False
DQVFE3070,41.7643842,-87.63615245585,11.294083848268274,False
DQVGW1846,41.8403843,-87.71981834947,8.945566456005684,False
DQWCU6663,41.865808,-87.77006790729,8.317829112316273,False
DQXJA8041,41.80260805,-87.72071352115,9.407258147244848,False
DQZEA3135,41.68798065,-87.58826181539,12.32466636261395,False
DQZIL1804,41.8150889,-87.68617463895,9.618239906966688,False
DRCQU4244,41.68869904102,-87.63708150084,15.29557003417751,False
DRCSL7614,41.97629145,-87.7806628029,8.656467955410553,False
DRDMU5348,41.71400135,-87.63668979965,14.595557565118519,False
DRDZF3698,41.9157582,-87.76919201601,9.449232440800104,False
DRHPF2920,41.68783235,-87.55325261923,10.2626443759178,False
DRILK5150,41.87824475,-87.71895694228,8.53859137041597,False
DRJGY6541,41.7903099,-87.73683774404,9.182381325067691,False
DRJPX9457,41.6767009,-87.55354965902,10.31341469472981,True
DRQFY3540,41.84002135,-87.66866860578,9.174331552214099,False
DRRDD3500,41.66298535,-87.55350110056,10.326922990552541,False
DRUBP9408,41.7134615385,-87.55271837533,10.039738375135775,False
DRYBG8957,41.82758035,-87.66937111953,9.350054407185606,False
DRZTP3103,41.87855645,-87.77003805377,8.615662160789533,False
DSHWY2305,41.9490356,-87.72654561437,7.928745358672379,False
DSHYP2656,41.75200485,-87.65331955036,12.275900241336696,False
DSKDX3738,41.8283089,-87.63464506378,8.949868858362247,False
DSKEW3707,41.72629795,-87.63656666475,13.897005438320996,False
DSMXS8409,41.7259095,-87.56951339891,10.42198933091385,False
DSSQU9498,41.89454935,-87.63665349659,8.824815295186088,False
DSZQR8376,41.67519010855,-87.53588600368,10.116645731750594,False
DTCRA7818,41.7772479,-87.73660460279,9.433323202576432,False
DTFVD6048,41.67589005,-87.60362888146,13.464828933486732,True
DTKNM4892,41.7059059,-87.65691952734,15.016369474493056,False
DTQTJ0507,41.8404121,-87.61910230081,8.639656042597498,False
DTUGZ9693,41.93498346759,-87.63645802882,8.823718662146328,False
DTVYY1142,41.85322215,-87.65232092746,8.93613032798352,False
DTYDP5264,41.9884148,-87.81462388174,8.102344605302413,False
DUBCZ6179,41.8910837,-87.73674123708,8.495466810125874,False
DUDWN9545,41.75226525,-87.72071577079,10.610938506499044,False
DUGYZ8163,41.7524136,-87.68538850711,11.785773889771631,False
DUIZW8642,41.9764404,-87.81663050627,8.692311264989563,False
DUNKA8014,41.9803401,-87.74288842798,7.819480746776698,False
DUSKD5383,41.9494264,-87.81722894476,9.94980014917491,False
DUUZN2841,41.9218112,-87.69063657846,8.093127172482042,False
DUVHI0112,41.88099208346,-87.636806094,8.801540105639234,False
DUXLQ7589,41.9752872,-87.72557704251,7.649517495162648,False
DVCHA9392,41.78987765,-87.68662485,10.203475051863045,False
DVCMB9343,41.9356698,-87.7630005645,9.248285604197191,False
DVNGV1890,41.71389143635,-87.61998237196,13.980070335367063,False
DVPEA0040,41.75224785,-87.66918975846,12.138273652854751,False
DVPZF1960,41.86523824401,-87.63522699006,8.776450809743139,False
DVRBW4874,41.92963275,-87.71893702782,8.012531484701348,False
DVWMK9661,41.89083265,-87.71959863711,8.409193260529836,False
DWBTT8209,42.017003,-87.816509,6.9066192537605,False
DWCTD3003,41.68755215,-87.53597050294,10.045126622457168,False
DWEIE9311,41.8278059,-87.65209362443,9.181542375497195,False
DWEWU1433,41.9037571,-87.76961617758,9.251976529025475,False
DWFRI5691,41.9036584,-87.7359956871,8.473075489566869,False
DWGYM0810,41.7505205,-87.58579258994,10.355079963226546,False
DWMKK1484,41.802534,-87.68644672022,9.873864029501878,False
DWMLU4849,41.94171985,-87.7524262436,8.77157949226138,False
DWMUZ3935,41.96231835,-87.69021417612,7.7614810538853325,False
DWRMS8182,41.7514325,-87.56903725191,9.77689157051558,False
DWTBK5575,41.81505595,-87.70319663856,9.513315761121405,False
DWTBM7891,41.77673266667,-87.60245566667,9.800320516719408,False
DWZPM1574,41.89110265,-87.68577505409,8.526165726566653,False
DWZRL1539,41.916261,-87.73604474675,8.435414141337668,True
DXEMM9791,41.7389797,-87.60272773313,11.720909826291173,False
DXHCB5919,41.97559665,-87.65386596903,8.341978789377157,False
DXHYE9278,41.64887855,-87.56940151087,10.772469831325875,False
DXIGM4223,41.73950785,-87.70388676765,11.754860970797337,False
DXRZC4102,41.8149286,-87.66950393452,9.573559443978407,False
DXUQX7513,41.73966255,-87.73740646472,10.371853737419801,False
DXWXZ1902,41.71372895,-87.56962240594,10.686395148947463,False
DXXAJ4778,41.7648253,-87.72039625876,10.233772605800576,False
DYDVV6312,41.90346745,-87.71910871226,8.281528730733717,False
DYGHJ0891,41.7742202,-87.799271931,8.0324847410567,False
DYHTK6723,41.73916155,-87.6202683,12.542962706847165,False
DYLLV9237,41.94900945,-87.76278188336,9.041303773699468,False
DYRMT9480,42.01638365,-87.68983284926,7.765179429104114,True
DYSHC8669,41.7772231,-87.68679669713,10.62634679022056,False
DYUGS4351,41.87840975,-87.70263428384,8.608932065933155,False
DYWEY8508,41.9485634,-87.6540142756,8.517468347407565,False
DYWHJ8696,41.7773501,-87.7035278237,10.325042896060532,False
DYWWS0378,41.96225355,-87.67205436321,8.07098293503592,False
DYZXT2661,41.79001015,-87.61876673066,9.632126283894452,False
DZBHR9476,41.85326985,-87.61952604024,8.612882200446093,False
DZBKX0961,41.8130536,-87.60098186266,8.712112035488472,False
DZCNZ4799,41.9487138,-87.6903309,7.840762350944971,False
DZFFW4078,41.6503081,-87.5365747,10.269282113309561,False
DZFVS4727,41.96208095,-87.65418214875,8.43044868253244,False
DZIEF7974,41.7391003,-87.67021444445,12.94644167919085,False
DZIHS7092,41.81532825168,-87.71997399657,9.243138254515154,False
DZKWB0839,41.71325825,-87.53592341667,9.905706828650738,False
DZLAV7766,41.8787019,-87.75315257212,8.532919860422957,False
DZTFU6199,41.73968055,-87.72068312695,11.035536674687728,False
DZUWB2477,41.86579905,-87.73621350561,8.527349140683677,False
