phase,target_N_star,outer_seed_index,outer_seed_value,inner_seed_value,selected_sensor_ids,selected_sensor_count,selected_sensor_set_hash
3,31,10,1192212576,4258885027,"[""81432130003"", ""81432130005"", ""81432131006"", ""81432131011"", ""81432131014"", ""81432131015"", ""81432131016"", ""81432144006"", ""81432144009"", ""81432144014"", ""81432144015"", ""81432144017"", ""81432144019"", ""81432144024"", ""81432144030"", ""81432147001"", ""81432147004"", ""81432147008"", ""81432147023"", ""81432147033"", ""81432147034"", ""81432147036"", ""81432147039"", ""81432147040"", ""81432147043"", ""81432147044"", ""81432147045"", ""81432147046"", ""81432147047"", ""81432147056"", ""81432147057""]",31,5c8586ce22b0bfc4
3,31,11,3758429071,2717127923,"[""81432130004"", ""81432131005"", ""81432131006"", ""81432131007"", ""81432131011"", ""81432131015"", ""81432144007"", ""81432144009"", ""81432144015"", ""81432144017"", ""81432144019"", ""81432144020"", ""81432144026"", ""81432144031"", ""81432147004"", ""81432147008"", ""81432147023"", ""81432147034"", ""81432147037"", ""81432147040"", ""81432147045"", ""81432147047"", ""81432147049"", ""81432147050"", ""81432147053"", ""81432147056"", ""81432147057"", ""81432147062"", ""81432147069"", ""81432147072"", ""81432147076""]",31,aae2a8f112394e03
3,31,12,4012762669,1540194902,"[""81432130004"", ""81432130008"", ""81432131001"", ""81432131002"", ""81432131004"", ""81432131006"", ""81432131007"", ""81432131015"", ""81432144006"", ""81432144007"", ""81432144008"", ""81432144009"", ""81432144014"", ""81432144015"", ""81432144021"", ""81432144031"", ""81432147001"", ""81432147004"", ""81432147008"", ""81432147038"", ""81432147045"", ""81432147047"", ""81432147053"", ""81432147054"", ""81432147060"", ""81432147061"", ""81432147064"", ""81432147065"", ""81432147069"", ""81432147072"", ""81432147076""]",31,e85d0c9664e6dcc7
3,31,13,1045613259,2260109281,"[""81432130004"", ""81432130008"", ""81432131001"", ""81432131004"", ""81432131005"", ""81432131006"", ""81432131012"", ""81432144014"", ""81432144016"", ""81432144020"", ""81432144021"", ""81432144024"", ""81432144025"", ""81432144027"", ""81432144030"", ""81432144031"", ""81432147004"", ""81432147008"", ""81432147023"", ""81432147034"", ""81432147038"", ""81432147040"", ""81432147044"", ""81432147045"", ""81432147049"", ""81432147050"", ""81432147053"", ""81432147056"", ""81432147060"", ""81432147068"", ""81432147070""]",31,012810c4b5f0e2c4
3,31,14,3948260304,1583714737,"[""81432130004"", ""81432131005"", ""81432131006"", ""81432131009"", ""81432131011"", ""81432131015"", ""81432131016"", ""81432144008"", ""81432144015"", ""81432144016"", ""81432144017"", ""81432144020"", ""81432144026"", ""81432144027"", ""81432144031"", ""81432147033"", ""81432147034"", ""81432147036"", ""81432147037"", ""81432147044"", ""81432147045"", ""81432147047"", ""81432147050"", ""81432147053"", ""81432147054"", ""81432147057"", ""81432147060"", ""81432147061"", ""81432147062"", ""81432147069"", ""81432147070""]",31,ece73422e2c7ea9e
3,31,15,3179238423,1586598003,"[""81432130003"", ""81432131002"", ""81432131005"", ""81432131006"", ""81432131009"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432131016"", ""81432144006"", ""81432144007"", ""81432144009"", ""81432144016"", ""81432144017"", ""81432144019"", ""81432144021"", ""81432144023"", ""81432144025"", ""81432144027"", ""81432144030"", ""81432144031"", ""81432147023"", ""81432147036"", ""81432147038"", ""81432147039"", ""81432147045"", ""81432147046"", ""81432147057"", ""81432147060"", ""81432147062"", ""81432147065""]",31,5f8cdc99e2eb8065
3,31,16,3173682966,1583464189,"[""81432130003"", ""81432130008"", ""81432131004"", ""81432131006"", ""81432131007"", ""81432131009"", ""81432131011"", ""81432131012"", ""81432131014"", ""81432144008"", ""81432144014"", ""81432144015"", ""81432144021"", ""81432144024"", ""81432144025"", ""81432147001"", ""81432147004"", ""81432147034"", ""81432147037"", ""81432147038"", ""81432147041"", ""81432147045"", ""81432147047"", ""81432147049"", ""81432147050"", ""81432147053"", ""81432147055"", ""81432147057"", ""81432147065"", ""81432147068"", ""81432147072""]",31,69eba99455ed6e81
3,31,17,4132480846,3830045818,"[""81432130003"", ""81432131001"", ""81432131005"", ""81432131007"", ""81432131011"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432131015"", ""81432131016"", ""81432144008"", ""81432144014"", ""81432144017"", ""81432144022"", ""81432144023"", ""81432144027"", ""81432147001"", ""81432147004"", ""81432147036"", ""81432147040"", ""81432147043"", ""81432147047"", ""81432147049"", ""81432147051"", ""81432147053"", ""81432147054"", ""81432147057"", ""81432147062"", ""81432147064"", ""81432147068"", ""81432147076""]",31,8f22ebba96fbd295
3,31,18,1469291067,150566531,"[""81432130005"", ""81432130008"", ""81432131001"", ""81432131004"", ""81432131005"", ""81432131006"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432131016"", ""81432144006"", ""81432144007"", ""81432144014"", ""81432144016"", ""81432144021"", ""81432144024"", ""81432144026"", ""81432147008"", ""81432147033"", ""81432147034"", ""81432147039"", ""81432147040"", ""81432147043"", ""81432147049"", ""81432147051"", ""81432147056"", ""81432147060"", ""81432147062"", ""81432147064"", ""81432147068"", ""81432147070""]",31,334ba7383d2d4c7f
3,31,19,2738211986,3701214391,"[""81432130004"", ""81432130008"", ""81432131006"", ""81432131013"", ""81432131015"", ""81432131016"", ""81432144006"", ""81432144009"", ""81432144014"", ""81432144015"", ""81432144022"", ""81432144023"", ""81432144026"", ""81432144031"", ""81432147004"", ""81432147008"", ""81432147023"", ""81432147037"", ""81432147038"", ""81432147039"", ""81432147040"", ""81432147041"", ""81432147043"", ""81432147047"", ""81432147049"", ""81432147054"", ""81432147055"", ""81432147064"", ""81432147065"", ""81432147069"", ""81432147072""]",31,12ae7113ebacc371
3,31,20,4027734065,3790106381,"[""81432130004"", ""81432130005"", ""81432131004"", ""81432131011"", ""81432131013"", ""81432131014"", ""81432131016"", ""81432144008"", ""81432144014"", ""81432144015"", ""81432144019"", ""81432144021"", ""81432144022"", ""81432144024"", ""81432144025"", ""81432144031"", ""81432147004"", ""81432147034"", ""81432147039"", ""81432147040"", ""81432147041"", ""81432147044"", ""81432147046"", ""81432147047"", ""81432147054"", ""81432147055"", ""81432147057"", ""81432147060"", ""81432147061"", ""81432147064"", ""81432147076""]",31,e80bf3b648f611ae
3,31,21,3768492400,3924422057,"[""81432130003"", ""81432130004"", ""81432131001"", ""81432131002"", ""81432131004"", ""81432131005"", ""81432131006"", ""81432131009"", ""81432131016"", ""81432144006"", ""81432144017"", ""81432144021"", ""81432144023"", ""81432144026"", ""81432144031"", ""81432147001"", ""81432147004"", ""81432147023"", ""81432147034"", ""81432147038"", ""81432147039"", ""81432147040"", ""81432147043"", ""81432147044"", ""81432147046"", ""81432147047"", ""81432147051"", ""81432147054"", ""81432147062"", ""81432147064"", ""81432147072""]",31,9c9feaf488d4ab4e
3,31,22,2493793445,3900510617,"[""81432131001"", ""81432131002"", ""81432131006"", ""81432131009"", ""81432131011"", ""81432131013"", ""81432131014"", ""81432131015"", ""81432144009"", ""81432144015"", ""81432144019"", ""81432144020"", ""81432144021"", ""81432144022"", ""81432144023"", ""81432144026"", ""81432144031"", ""81432147023"", ""81432147036"", ""81432147039"", ""81432147041"", ""81432147043"", ""81432147044"", ""81432147049"", ""81432147051"", ""81432147056"", ""81432147061"", ""81432147064"", ""81432147069"", ""81432147070"", ""81432147076""]",31,fc0c4ddd1751f1c9
3,31,23,1596174848,4021875742,"[""81432130004"", ""81432130008"", ""81432131001"", ""81432131004"", ""81432131006"", ""81432131009"", ""81432131012"", ""81432131014"", ""81432131016"", ""81432144007"", ""81432144009"", ""81432144021"", ""81432144022"", ""81432144023"", ""81432144024"", ""81432147001"", ""81432147008"", ""81432147023"", ""81432147034"", ""81432147036"", ""81432147038"", ""81432147039"", ""81432147043"", ""81432147044"", ""81432147050"", ""81432147051"", ""81432147056"", ""81432147061"", ""81432147062"", ""81432147064"", ""81432147072""]",31,bc019592e69c99f8
3,31,24,4250454119,2561508187,"[""81432131002"", ""81432131005"", ""81432131009"", ""81432131013"", ""81432131014"", ""81432144007"", ""81432144008"", ""81432144014"", ""81432144016"", ""81432144017"", ""81432144024"", ""81432144026"", ""81432144027"", ""81432144030"", ""81432144031"", ""81432147004"", ""81432147008"", ""81432147034"", ""81432147036"", ""81432147037"", ""81432147038"", ""81432147039"", ""81432147046"", ""81432147050"", ""81432147051"", ""81432147054"", ""81432147055"", ""81432147056"", ""81432147061"", ""81432147068"", ""81432147069""]",31,ebe3835becab579b
3,31,25,293637892,420923280,"[""81432130008"", ""81432131001"", ""81432131006"", ""81432131007"", ""81432131009"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432131015"", ""81432144007"", ""81432144008"", ""81432144016"", ""81432144020"", ""81432144021"", ""81432144031"", ""81432147008"", ""81432147034"", ""81432147036"", ""81432147037"", ""81432147038"", ""81432147040"", ""81432147041"", ""81432147047"", ""81432147049"", ""81432147050"", ""81432147051"", ""81432147057"", ""81432147062"", ""81432147065"", ""81432147068"", ""81432147069""]",31,7101fadc82af763e
3,31,26,2354531934,2539491888,"[""81432130003"", ""81432130004"", ""81432130008"", ""81432131006"", ""81432131007"", ""81432131009"", ""81432131011"", ""81432131012"", ""81432131014"", ""81432144015"", ""81432144019"", ""81432144022"", ""81432144023"", ""81432144026"", ""81432144027"", ""81432147001"", ""81432147008"", ""81432147023"", ""81432147038"", ""81432147040"", ""81432147045"", ""81432147046"", ""81432147049"", ""81432147050"", ""81432147053"", ""81432147054"", ""81432147057"", ""81432147060"", ""81432147064"", ""81432147065"", ""81432147076""]",31,b37898f21b7b7cfa
3,31,27,3934139725,235808359,"[""81432130003"", ""81432130005"", ""81432131001"", ""81432131002"", ""81432131004"", ""81432131005"", ""81432131006"", ""81432131009"", ""81432131011"", ""81432131013"", ""81432131016"", ""81432144007"", ""81432144014"", ""81432144020"", ""81432144022"", ""81432144030"", ""81432147004"", ""81432147023"", ""81432147034"", ""81432147036"", ""81432147040"", ""81432147045"", ""81432147046"", ""81432147049"", ""81432147050"", ""81432147051"", ""81432147053"", ""81432147054"", ""81432147061"", ""81432147072"", ""81432147076""]",31,ac2821c077aa01d0
3,31,28,3247767564,663645210,"[""81432130003"", ""81432130005"", ""81432131006"", ""81432131007"", ""81432131009"", ""81432131011"", ""81432131012"", ""81432131015"", ""81432144008"", ""81432144014"", ""81432144017"", ""81432144021"", ""81432144025"", ""81432144027"", ""81432144030"", ""81432147008"", ""81432147023"", ""81432147034"", ""81432147038"", ""81432147039"", ""81432147043"", ""81432147044"", ""81432147046"", ""81432147053"", ""81432147054"", ""81432147060"", ""81432147062"", ""81432147064"", ""81432147065"", ""81432147068"", ""81432147076""]",31,8522c9d459000921
3,31,29,1559462754,3036196515,"[""81432131001"", ""81432144009"", ""81432144015"", ""81432144016"", ""81432144017"", ""81432144019"", ""81432144023"", ""81432144025"", ""81432147001"", ""81432147008"", ""81432147033"", ""81432147036"", ""81432147038"", ""81432147039"", ""81432147040"", ""81432147041"", ""81432147043"", ""81432147044"", ""81432147047"", ""81432147049"", ""81432147050"", ""81432147054"", ""81432147055"", ""81432147060"", ""81432147061"", ""81432147064"", ""81432147068"", ""81432147069"", ""81432147070"", ""81432147072"", ""81432147076""]",31,e6c68843c8263d70
3,31,30,3629943720,3887527527,"[""81432130003"", ""81432130004"", ""81432131004"", ""81432131007"", ""81432131009"", ""81432131014"", ""81432131016"", ""81432144017"", ""81432144021"", ""81432144022"", ""81432144023"", ""81432144025"", ""81432144030"", ""81432147001"", ""81432147008"", ""81432147023"", ""81432147034"", ""81432147037"", ""81432147038"", ""81432147041"", ""81432147043"", ""81432147049"", ""81432147050"", ""81432147053"", ""81432147060"", ""81432147061"", ""81432147065"", ""81432147069"", ""81432147070"", ""81432147072"", ""81432147076""]",31,ecc6af7eac021ede
3,31,31,3798403273,1951853740,"[""81432130004"", ""81432130005"", ""81432131005"", ""81432131007"", ""81432131011"", ""81432131013"", ""81432144007"", ""81432144008"", ""81432144016"", ""81432144024"", ""81432144026"", ""81432144030"", ""81432147001"", ""81432147023"", ""81432147033"", ""81432147037"", ""81432147038"", ""81432147040"", ""81432147041"", ""81432147043"", ""81432147045"", ""81432147046"", ""81432147049"", ""81432147053"", ""81432147055"", ""81432147056"", ""81432147057"", ""81432147062"", ""81432147068"", ""81432147070"", ""81432147076""]",31,a69df2f281166334
3,31,32,4265765096,2619437459,"[""81432130005"", ""81432131001"", ""81432131004"", ""81432131006"", ""81432131009"", ""81432131011"", ""81432131013"", ""81432131015"", ""81432144008"", ""81432144009"", ""81432144016"", ""81432144019"", ""81432144020"", ""81432144021"", ""81432144023"", ""81432144026"", ""81432147001"", ""81432147023"", ""81432147039"", ""81432147040"", ""81432147041"", ""81432147043"", ""81432147046"", ""81432147050"", ""81432147055"", ""81432147057"", ""81432147062"", ""81432147064"", ""81432147068"", ""81432147070"", ""81432147072""]",31,875decc18c0f489d
3,31,33,1583985723,553614349,"[""81432130005"", ""81432130008"", ""81432131001"", ""81432131004"", ""81432131005"", ""81432131007"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432144006"", ""81432144007"", ""81432144009"", ""81432144014"", ""81432144017"", ""81432144021"", ""81432144023"", ""81432144031"", ""81432147001"", ""81432147023"", ""81432147033"", ""81432147038"", ""81432147039"", ""81432147040"", ""81432147049"", ""81432147050"", ""81432147051"", ""81432147055"", ""81432147057"", ""81432147061"", ""81432147062"", ""81432147064""]",31,45a03201d228ec03
3,31,34,1762547746,533486928,"[""81432130005"", ""81432130008"", ""81432131001"", ""81432131002"", ""81432131005"", ""81432131006"", ""81432131012"", ""81432131014"", ""81432131016"", ""81432144007"", ""81432144016"", ""81432144020"", ""81432144021"", ""81432144030"", ""81432147001"", ""81432147004"", ""81432147008"", ""81432147034"", ""81432147036"", ""81432147040"", ""81432147041"", ""81432147044"", ""81432147049"", ""81432147050"", ""81432147054"", ""81432147055"", ""81432147057"", ""81432147060"", ""81432147062"", ""81432147069"", ""81432147076""]",31,6271819984305d5b
3,31,35,1165125734,1543385152,"[""81432130005"", ""81432130008"", ""81432131001"", ""81432131004"", ""81432131005"", ""81432131009"", ""81432131012"", ""81432131014"", ""81432131015"", ""81432131016"", ""81432144006"", ""81432144007"", ""81432144008"", ""81432144017"", ""81432144019"", ""81432144021"", ""81432144024"", ""81432144025"", ""81432144027"", ""81432144030"", ""81432144031"", ""81432147034"", ""81432147036"", ""81432147037"", ""81432147039"", ""81432147040"", ""81432147047"", ""81432147050"", ""81432147056"", ""81432147057"", ""81432147061""]",31,1fb3266ee63a1668
3,31,36,1484112407,3671155639,"[""81432130004"", ""81432130005"", ""81432131004"", ""81432131014"", ""81432144006"", ""81432144007"", ""81432144009"", ""81432144014"", ""81432144015"", ""81432144016"", ""81432144020"", ""81432144021"", ""81432144022"", ""81432144023"", ""81432144026"", ""81432144027"", ""81432144031"", ""81432147004"", ""81432147040"", ""81432147043"", ""81432147046"", ""81432147047"", ""81432147050"", ""81432147053"", ""81432147055"", ""81432147060"", ""81432147061"", ""81432147062"", ""81432147068"", ""81432147070"", ""81432147076""]",31,69957f5e9b6a19e9
3,31,37,2764292306,423801856,"[""81432130005"", ""81432131002"", ""81432131004"", ""81432131006"", ""81432131009"", ""81432131012"", ""81432131014"", ""81432144008"", ""81432144009"", ""81432144014"", ""81432144022"", ""81432144024"", ""81432144030"", ""81432144031"", ""81432147008"", ""81432147023"", ""81432147034"", ""81432147038"", ""81432147039"", ""81432147040"", ""81432147043"", ""81432147045"", ""81432147050"", ""81432147051"", ""81432147053"", ""81432147055"", ""81432147060"", ""81432147068"", ""81432147070"", ""81432147072"", ""81432147076""]",31,cf20d37889c839be
3,31,38,2002131693,1723631036,"[""81432130003"", ""81432130005"", ""81432131005"", ""81432131007"", ""81432131009"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432131015"", ""81432144006"", ""81432144007"", ""81432144008"", ""81432144020"", ""81432144021"", ""81432144022"", ""81432144023"", ""81432144024"", ""81432144030"", ""81432147001"", ""81432147004"", ""81432147023"", ""81432147034"", ""81432147036"", ""81432147040"", ""81432147044"", ""81432147049"", ""81432147050"", ""81432147051"", ""81432147053"", ""81432147068"", ""81432147070""]",31,0d27d4ac29e6fd31
3,31,39,1922550761,3694947665,"[""81432130005"", ""81432131001"", ""81432131002"", ""81432131005"", ""81432131009"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432131016"", ""81432144008"", ""81432144014"", ""81432144024"", ""81432144026"", ""81432144030"", ""81432144031"", ""81432147033"", ""81432147034"", ""81432147037"", ""81432147038"", ""81432147044"", ""81432147045"", ""81432147046"", ""81432147047"", ""81432147051"", ""81432147053"", ""81432147054"", ""81432147057"", ""81432147061"", ""81432147062"", ""81432147068"", ""81432147070""]",31,6afa7d4e957d25fd
3,31,40,2877334459,2141827202,"[""81432130003"", ""81432130008"", ""81432131002"", ""81432131005"", ""81432131009"", ""81432131011"", ""81432131013"", ""81432131015"", ""81432131016"", ""81432144007"", ""81432144009"", ""81432144015"", ""81432144016"", ""81432144022"", ""81432144024"", ""81432144025"", ""81432147008"", ""81432147033"", ""81432147034"", ""81432147036"", ""81432147039"", ""81432147040"", ""81432147043"", ""81432147047"", ""81432147050"", ""81432147055"", ""81432147061"", ""81432147062"", ""81432147065"", ""81432147068"", ""81432147069""]",31,cd4d34a054637f59
3,31,41,1237703956,1681022505,"[""81432130005"", ""81432131002"", ""81432131006"", ""81432131009"", ""81432131011"", ""81432131012"", ""81432131013"", ""81432131016"", ""81432144009"", ""81432144019"", ""81432144021"", ""81432144022"", ""81432144024"", ""81432144025"", ""81432144027"", ""81432144030"", ""81432144031"", ""81432147001"", ""81432147008"", ""81432147037"", ""81432147039"", ""81432147040"", ""81432147043"", ""81432147044"", ""81432147046"", ""81432147047"", ""81432147050"", ""81432147057"", ""81432147062"", ""81432147065"", ""81432147076""]",31,eb3e7b91ff0d766c
3,31,42,2924457064,480022573,"[""81432130003"", ""81432130004"", ""81432130005"", ""81432131002"", ""81432131007"", ""81432131014"", ""81432144009"", ""81432144014"", ""81432144015"", ""81432144016"", ""81432144019"", ""81432144020"", ""81432144022"", ""81432144023"", ""81432144024"", ""81432144026"", ""81432144030"", ""81432147001"", ""81432147004"", ""81432147037"", ""81432147041"", ""81432147043"", ""81432147044"", ""81432147046"", ""81432147049"", ""81432147051"", ""81432147053"", ""81432147054"", ""81432147064"", ""81432147069"", ""81432147076""]",31,127cb6845a81a1b3
3,31,43,4040062667,3914914155,"[""81432130005"", ""81432130008"", ""81432131005"", ""81432131009"", ""81432131011"", ""81432131013"", ""81432144006"", ""81432144007"", ""81432144008"", ""81432144009"", ""81432144014"", ""81432144017"", ""81432144019"", ""81432144023"", ""81432144024"", ""81432147001"", ""81432147023"", ""81432147033"", ""81432147037"", ""81432147038"", ""81432147044"", ""81432147049"", ""81432147050"", ""81432147051"", ""81432147057"", ""81432147060"", ""81432147061"", ""81432147062"", ""81432147065"", ""81432147069"", ""81432147076""]",31,5a785c5fb578614f
3,31,44,1051192983,1661410830,"[""81432130008"", ""81432131002"", ""81432131004"", ""81432131006"", ""81432131007"", ""81432131015"", ""81432131016"", ""81432144006"", ""81432144009"", ""81432144015"", ""81432144017"", ""81432144023"", ""81432144024"", ""81432144026"", ""81432144030"", ""81432144031"", ""81432147037"", ""81432147038"", ""81432147045"", ""81432147047"", ""81432147050"", ""81432147051"", ""81432147053"", ""81432147054"", ""81432147055"", ""81432147057"", ""81432147060"", ""81432147062"", ""81432147064"", ""81432147070"", ""81432147072""]",31,7ceb08d142cf5464
3,31,45,1998861129,3227608889,"[""81432130005"", ""81432130008"", ""81432131002"", ""81432131004"", ""81432131005"", ""81432131007"", ""81432131009"", ""81432131011"", ""81432131014"", ""81432131015"", ""81432131016"", ""81432144007"", ""81432144009"", ""81432144016"", ""81432144020"", ""81432144022"", ""81432144024"", ""81432144025"", ""81432144030"", ""81432144031"", ""81432147034"", ""81432147036"", ""81432147039"", ""81432147040"", ""81432147041"", ""81432147043"", ""81432147044"", ""81432147047"", ""81432147051"", ""81432147064"", ""81432147072""]",31,5880f68c52ef5616
3,31,46,3190217065,3864835451,"[""81432130003"", ""81432130005"", ""81432131012"", ""81432131013"", ""81432131014"", ""81432131015"", ""81432144008"", ""81432144009"", ""81432144014"", ""81432144016"", ""81432144019"", ""81432144020"", ""81432144024"", ""81432144025"", ""81432144026"", ""81432144027"", ""81432144030"", ""81432147004"", ""81432147039"", ""81432147040"", ""81432147044"", ""81432147046"", ""81432147055"", ""81432147056"", ""81432147061"", ""81432147062"", ""81432147068"", ""81432147069"", ""81432147070"", ""81432147072"", ""81432147076""]",31,605fa5e0231f6779
3,31,47,1239939201,3294137314,"[""81432131002"", ""81432131004"", ""81432131007"", ""81432131009"", ""81432131014"", ""81432131016"", ""81432144006"", ""81432144007"", ""81432144017"", ""81432144020"", ""81432144021"", ""81432144022"", ""81432144023"", ""81432144024"", ""81432144026"", ""81432144030"", ""81432144031"", ""81432147001"", ""81432147004"", ""81432147033"", ""81432147037"", ""81432147038"", ""81432147039"", ""81432147040"", ""81432147043"", ""81432147044"", ""81432147050"", ""81432147051"", ""81432147055"", ""81432147062"", ""81432147069""]",31,128656078312c614
3,31,48,1991562041,3524729049,"[""81432130003"", ""81432130004"", ""81432130005"", ""81432131001"", ""81432131005"", ""81432131006"", ""81432131009"", ""81432131012"", ""81432131015"", ""81432144008"", ""81432144009"", ""81432144020"", ""81432144021"", ""81432144022"", ""81432144023"", ""81432144025"", ""81432144026"", ""81432144030"", ""81432144031"", ""81432147008"", ""81432147034"", ""81432147036"", ""81432147037"", ""81432147043"", ""81432147046"", ""81432147050"", ""81432147053"", ""81432147056"", ""81432147062"", ""81432147065"", ""81432147069""]",31,faaf35a68ef8819c
