phase,phase_name,dataset_key,target_N_star,outer_seed_index,outer_seed_value,inner_seed_value,selected_sensor_set_hash,selected_sensor_order,sensor_id,station_name,latitude,longitude
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,12,DHWLS6819,West Pullman 5,41.6635518,-87.63755419775
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,13,DIHMX0551,Humboldt Park 3,41.891075,-87.70279956945
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,14,DIIPF3878,Edgewater 2,41.9859255,-87.65593
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,15,DIVZD0266,Archer Heights 1,41.81559185,-87.736277095
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,16,DJJWX4142,South Lawndale 4,41.83003975,-87.72139660669
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,17,DKDJK5693,Roseland 1,41.726565,-87.61949170539
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,18,DMAFX5938,Avalon Park 2,41.73883825,-87.5685253
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,19,DMLFU0523,Pullman 2,41.7130402,-87.5843047413
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,20,DMLRY2750,North Park 1,41.98888865,-87.72522068118
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,21,DNVBM2851,Englewood 5,41.764561,-87.65314835
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,22,DPDDG5192,Montclare 1,41.9358392,-87.79903217638
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,23,DPNPJ6846,New City 2,41.81485945,-87.6515630055
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,24,DPPCP3370,West Pullman 4,41.66388775,-87.62119153511
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,25,DQABT4506,Riverdale 2,41.66370695,-87.60544860892
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,26,DQGPJ5322,Beverly 5,41.70266025,-87.69255586271
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,27,DQZIL1804,Brighton Park 2,41.8150889,-87.68617463895
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,28,DRDMU5348,Washington Heights 3,41.71400135,-87.63668979965
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,29,DRHPF2920,South Deering 4,41.68783235,-87.55325261923
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,30,DRQFY3540,Lower West Side 4,41.84002135,-87.66866860578
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,31,DSKDX3738,Armour Square 3,41.8283089,-87.63464506378
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,32,DSKEW3707,Washington Heights 2,41.72629795,-87.63656666475
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,33,DSMXS8409,Calumet Heights 2,41.7259095,-87.56951339891
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,34,DTVYY1142,Lower West Side 3,41.85322215,-87.65232092746
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,35,DWCTD3003,East Side 4,41.68755215,-87.53597050294
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,36,DWMKK1484,Gage Park 2,41.802534,-87.68644672022
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,37,DXEMM9791,Chatham 2,41.7389797,-87.60272773313
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,38,DXHYE9278,Hegewisch 5,41.64887855,-87.56940151087
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,39,DZBHR9476,Near South Side 2,41.85326985,-87.61952604024
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,0,3248885389,3400428229,2433a9b747ea996c,40,DZTFU6199,Ashburn 7,41.73968055,-87.72068312695
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,1,DAEXF8484,Mount Greenwood 1,41.70576455,-87.71086021154
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,2,DAJHM7956,South Chicago 3,41.73775017864,-87.53549803584
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,3,DARLP7776,Armour Square 2,41.8400145,-87.63555596913
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,4,DAUPG9028,Portage Park 2,41.9627009,-87.76268011147
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,5,DBIZF0451,West Pullman 2,41.6758357,-87.6372934871
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,6,DBTKW5792,Austin 8,41.8912125,-87.76984190347
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,7,DCHTB8281,Morgan Park 2,41.68959485,-87.65379678317
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,8,DDGHI0125,Belmont Cragin 3,41.92893015,-87.75257875182
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,9,DDLSL3066,West Town 2,41.90818775,-87.67277999888
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,10,DDQNT6485,Armour Square 1,41.85262982538,-87.6353109832
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,11,DFFDA0268,Near West Side 3,41.8811335,-87.654831
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,12,DGHRH9009,Gage Park 1,41.8029067,-87.70321051435
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,13,DGRSB4646,Belmont Cragin 1,41.93583815,-87.78078553032
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,14,DGTDZ6242,Forest Glen 3,41.98958085,-87.74435264432
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,15,DGTGR9009,South Deering 3,41.70277366369,-87.55285081796
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,16,DHWLS6819,West Pullman 5,41.6635518,-87.63755419775
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,17,DIFIV9884,Dunning 3,41.94997245,-87.799195205
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,18,DIQKT3554,Lincoln Park 1,41.92154965,-87.65448778151
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,19,DIUDG6358,North Lawndale 5,41.8528468,-87.7363577
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,20,DIWKR9442,West Lawn 4,41.7626353,-87.73788222688
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,21,DIZEF3591,West Pullman 3,41.67596525,-87.62018065
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,22,DJJVG1917,Edgewater 1,41.9893028,-87.67229309826
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,23,DJKZD4256,Morgan Park 3,41.67869235,-87.67466474951
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,24,DKISS7174,West Elsdon 2,41.7898683,-87.72002286796
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,25,DLIKU5639,O'Hare 3,41.95008034764,-87.85424652587
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,26,DLZBV6061,Auburn Gresham 4,41.7392967,-87.65309402456
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,27,DMARJ5120,Hyde Park 1,41.79964665,-87.60179992085
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,28,DPBXQ5234,North Park 2,41.9761239,-87.7082665047
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,29,DPCUT7707,Loop 2,41.88090137336,-87.61873552601
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,30,DQZEA3135,South Deering 8,41.68798065,-87.58826181539
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,31,DRRDD3500,Hegewisch 6,41.66298535,-87.55350110056
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,32,DRZTP3103,Austin 7,41.87855645,-87.77003805377
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,33,DVCMB9343,Belmont Cragin 2,41.9356698,-87.7630005645
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,34,DVPZF1960,Near West Side 4,41.86523824401,-87.63522699006
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,35,DWMUZ3935,Lincoln Square 2,41.96231835,-87.69021417612
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,36,DWTBM7891,Woodlawn 1,41.77673266667,-87.60245566667
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,37,DXHYE9278,Hegewisch 5,41.64887855,-87.56940151087
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,38,DXUQX7513,Ashburn 8,41.73966255,-87.73740646472
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,39,DYLLV9237,Portage Park 5,41.94900945,-87.76278188336
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,1,2958911025,1051732854,4d8275b8ee3fc963,40,DZIEF7974,Auburn Gresham 5,41.7391003,-87.67021444445
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,1,DAETQ5676,Montclare 2,41.92218035,-87.79864272546
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,2,DAHWZ2321,Albany Park 2,41.96237755,-87.70857185888
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,3,DATLR2184,Brighton Park 1,41.82784155,-87.70286514737
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,4,DCFVE7122,New City 3,41.8017657,-87.6359281004
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,5,DDGHI0125,Belmont Cragin 3,41.92893015,-87.75257875182
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,6,DDQNT6485,Armour Square 1,41.85262982538,-87.6353109832
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,7,DERZJ4600,Rogers Park 1,42.0162268,-87.67155255924
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,8,DEYGE9157,South Deering 10,41.7014031,-87.5703907
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,9,DFKYP0941,Lincoln Park 2,41.92145185,-87.63691042804
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,10,DFQDK6326,Beverly 1,41.7328393,-87.67465490629
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,11,DHQVH8975,Near West Side 6,41.8658287,-87.66865308211
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,12,DHZTI7858,Pullman 1,41.71416735,-87.60386913021
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,13,DIEET8865,Hyde Park 4,41.78645279022,-87.60174594829
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,14,DIFIV9884,Dunning 3,41.94997245,-87.799195205
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,15,DIFPQ7419,Avondale 2,41.93555175,-87.69109155093
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,16,DITUY8368,West Ridge 5,41.98910785,-87.70794851144
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,17,DIUZJ7853,Garfield Ridge 2,41.7903843,-87.77048382046
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,18,DJSLY4013,South Lawndale 1,41.85292095,-87.70311062197
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,19,DJWGZ0445,Grand Boulevard 1,41.81458865,-87.61885441048
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,20,DKHYU9123,Clearing 3,41.7775443,-87.75395070108
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,21,DKISS7174,West Elsdon 2,41.7898683,-87.72002286796
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,22,DMHRT7456,Chicago Lawn 3,41.76441945,-87.68673944938
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,23,DNUKL3524,West Town 3,41.89463405,-87.65461125156
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,24,DNVBM2851,Englewood 5,41.764561,-87.65314835
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,25,DPQLM7176,Lake View 1,41.9486371,-87.67224304234
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,26,DPQMK5751,Avondale 1,41.9413011,-87.71842453477
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,27,DQVFE3070,Englewood 4,41.7643842,-87.63615245585
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,28,DRCQU4244,Roseland 5,41.68869904102,-87.63708150084
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,29,DRZTP3103,Austin 7,41.87855645,-87.77003805377
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,30,DSKDX3738,Armour Square 3,41.8283089,-87.63464506378
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,31,DTQTJ0507,Douglas 1,41.8404121,-87.61910230081
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,32,DVCHA9392,Gage Park 3,41.78987765,-87.68662485
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,33,DVPEA0040,Auburn Gresham 1,41.75224785,-87.66918975846
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,34,DVWMK9661,Humboldt Park 4,41.89083265,-87.71959863711
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,35,DWEWU1433,Austin 9,41.9037571,-87.76961617758
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,36,DWTBK5575,Brighton Park 3,41.81505595,-87.70319663856
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,37,DXEMM9791,Chatham 2,41.7389797,-87.60272773313
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,38,DXIGM4223,Ashburn 6,41.73950785,-87.70388676765
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,39,DXXAJ4778,West Lawn 3,41.7648253,-87.72039625876
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,2,1293556713,3458180368,9e428cbdacc26e61,40,DYLLV9237,Portage Park 5,41.94900945,-87.76278188336
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,1,DAEXF8484,Mount Greenwood 1,41.70576455,-87.71086021154
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,2,DAHAJ0678,Ashburn 1,41.7522794,-87.73751065
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,3,DAJHM7956,South Chicago 3,41.73775017864,-87.53549803584
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,4,DBLXJ4454,New City 5,41.8023942,-87.66940364305
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,5,DBZCJ6205,Auburn Gresham 3,41.73924395,-87.63654310138
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,6,DCAFN1583,South Lawndale 5,41.8275454,-87.73584967759
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,7,DCIRD2804,Near South Side 1,41.86735079697,-87.61884913697
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,8,DDGHI0125,Belmont Cragin 3,41.92893015,-87.75257875182
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,9,DGGGM0466,Bridgeport 1,41.8401321,-87.65224955236
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,10,DHBBM8531,Garfield Ridge 1,41.7997122,-87.7531658
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,11,DHIBT9527,Near West Side 7,41.8658361,-87.6853688659
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,12,DIQKT3554,Lincoln Park 1,41.92154965,-87.65448778151
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,13,DIRJX6254,Greater Grand Crossing 2,41.76421335,-87.61966303202
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,14,DIUZJ7853,Garfield Ridge 2,41.7903843,-87.77048382046
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,15,DIXEX6164,Calumet Heights 1,41.72612465,-87.5862367414
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,16,DIXUN6634,Ashburn 3,41.7521062,-87.70393644313
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,17,DJKZD4256,Morgan Park 3,41.67869235,-87.67466474951
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,18,DKHYU9123,Clearing 3,41.7775443,-87.75395070108
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,19,DKISS7174,West Elsdon 2,41.7898683,-87.72002286796
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,20,DKNMF4367,Oakland 1,41.82675732205,-87.60127391431
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,21,DKWDP4373,Lake View 4,41.93506775,-87.65427066335
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,22,DLDVK7370,South Chicago 2,41.75137435,-87.55253841883
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,23,DLJWW1620,Englewood 2,41.78957595,-87.6348940749
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,24,DMMRS6981,Forest Glen 1,42.00388875,-87.7800832952
1,phase1_chicago_realitycheck_n40,chicago_lcs_corrected_no_collocation,40,3,444323616,1613829595,788d3ca8297804ec,25,DMSGP0807,Norwood Park 6,41.97668455,-87.83490487434
